x,y
42.248,80.413
840.639,252.362
727.309,296.079
224.169,543.782
8.116,289.839
23.869,302.979
-83.58,299.805
55.838,80.138
725.607,384.158
917.695,68.004
199.196,-67.781
791.656,57.283
125.987,-65.907
867.477,185.546
146.665,500.332
888.66,362.071
260.134,482.325
68.799,73.025
196.521,60.197
361.071,36.626
345.137,316.813
872.185,329.039
29.038,274.187
384.569,91.275
65.053,501.218
316.042,469.682
855.999,126.135
-51.587,-64.802
-64.155,520.147
53.818,306.229
869.683,-52.651
894.239,191.544
-0.425,-80.412
-46.73,529.959
20.946,541.754
328.103,38.888
186.452,491.843
246.329,314.032
34.692,517.081
-25.079,332.215
332.417,505.575
170.422,436.178
253.486,518.408
104.42,-55.595
711.421,223.953
56.417,73.53
78.02,488.014
888.753,212.462
37.362,539.601
-46.986,319.665
838.058,323.981
356.502,318.897
352.54,315.761
851.67,346.341
880.033,311.036
216.083,306.531
116.424,488.684
946.484,74.678
848.574,360.104
368.555,65.411
392.88,504.778
57.386,78.361
387.559,84.761
172.867,297.278
356.643,304.412
228.403,-75.295
-43.867,60.759
237.635,88.354
-26.422,331.188
887.996,360.984
114.092,-66.263
75.203,288.646
83.767,537.978
2.468,-66.319
221.545,207.542
711.187,229.496
871.168,377.523
13.318,-79.093
321.148,503.22
114.635,457.87
853.92,206.69
377.167,36.725
98.587,498.535
76.635,490.994
65.751,302.511
316.438,-84.01
40.373,310.483
38.48,56.646
265.371,-82.217
850.814,123.45
722.932,362.222
835.356,103.682
275.704,471.227
902.531,271.455
370.952,291.092
288.288,284.784
714.851,420.013
322.472,530.478
242.852,483.551
793.466,71.009
311.049,51.219
151.557,486.848
858.874,240.961
-46.301,294.293
303.803,531.341
11.716,523.765
199.391,56.09
-55.936,483.092
-19.059,-100.02
884.634,273.77
108.28,465.008
277.747,325.81
348.373,503.521
360.767,291.432
312.892,525.603
101.351,492.565
366.36,291.37
63.078,287.171
190.947,-76.525
118.69,482.983
847.81,312.151
117.672,503.685
877.027,375.534
114.97,61.576
885.203,148.555
-45.144,478.081
-53.88,-65.435
408.724,97.76
-10.896,-100.679
-18.716,534.121
148.028,201.104
866.759,193.171
-0.9,318.794
37.975,290.564
889.53,230.468
85.619,323.126
188.239,307.019
-30.428,488.848
67.16,530.851
935.198,67.102
22.511,288.485
65.392,280.622
289.691,528.481
60.336,334.162
339.305,298.502
19.959,348.62
14.463,331.162
284.313,330.212
25.953,-57.144
847.922,263.073
676.282,380.299
352.63,284.83
-72.117,-83.078
865.1,-61.86
-7.4,339.847
153.801,513.656
332.342,285.62
233.876,447.591
-2.867,-59.502
-149.522,148.028
711.588,302.55
258.602,-71.75
-4.022,272.718
66.555,-80.952
230.838,326.462
856.092,-49.647
49.139,63.105
290.414,-89.89
784.976,41.648
366.37,331.594
106.747,54.672
0.507,350.599
191.536,537.49
878.436,136.491
790.41,62.876
290.965,324.94
276.046,467.7
-91.035,-108.835
69.589,529.505
176.709,-71.828
-14.718,-87.044
838.605,316.265
-5.657,290.821
267.608,-64.732
127.367,508.891
-85.498,-44.58
188.561,190.549
102.928,-52.704
313.031,498.106
-10.97,-46.646
-50.176,-57.809
-29.432,-97.002
859.227,311.584
515.119,294.004
-26.204,542.465
315.957,471.822
233.031,472.394
390.334,54.287
192.511,84.402
255.811,480.398
206.685,-61.19
39.085,477.536
79.83,291.759
224.132,508.974
-161.561,-172.235
203.817,88.642
98.112,-52.613
527.954,568.661
854.619,311.908
841.163,313.159
191.157,180.051
385.86,511.481
875.99,152.187
360.634,298.258
842.171,292.201
286.323,515.375
19.627,535.819
-24.285,-62.545
-43.294,334.524
12.415,-63.539
942.088,52.35
205.76,53.935
847.744,233.794
152.42,-81.879
882.914,289.661
-42.883,-71.84
-24.432,484.674
111.667,-50.844
312.232,475.52
403.477,23.011
96.318,73.588
817.451,76.101
873.208,329.192
283.483,45.04
840.81,228.675
59.158,-186.028
175.88,456.588
-51.114,-61.173
293.41,292.403
151.474,-84.333
234.814,325.851
285.306,-80.251
115.117,506.069
340.398,291.581
113.485,62.264
805.494,85.123
134.619,-75.15
-6.021,-104.252
316.594,-86.62
-11.772,-58.984
233.998,326.872
42.036,-59.425
852.962,147.284
18.969,-61.971
261.626,302.977
848.857,300.452
825.262,105.77
114.955,486.154
876.515,161.124
173.694,480.619
254.327,289.554
218.086,92.056
44.296,-50.291
276.377,507.394
904.538,143.314
44.667,539.139
-43.31,-64.326
155.469,516.13
287.362,70.215
-99.908,-54.435
348.279,71.732
899.472,279.751
309.557,292.326
864.109,306.59
-12.906,278.1
348.891,518.816
250.002,-65.556
738.516,363.697
890.209,242.281
146.011,506.535
-80.221,-34.774
44.413,496.199
-49.34,-80.374
241.577,63.865
288.799,520.487
-57.634,-70.85
903.742,150.707
328.625,319.674
-50.031,308.407
234.964,541.646
210.004,-69.876
742.082,413.261
229.697,40.111
728.202,280.72
838.202,143.05
81.99,519.846
-103.319,-34.852
26.333,511.715
928.763,52.188
851.34,375.721
331.974,56.432
888.694,303.145
888.373,203.397
378.942,313.632
21.232,273.855
135.07,303.726
323.402,340.198
293.96,-79.137
277.378,53.676
83.865,-68.94
10.368,280.02
-44.761,527.644
312.719,79.742
42.0,500.336
333.314,542.18
388.027,98.119
80.985,463.2
204.276,439.742
43.37,76.488
109.496,42.53
398.712,98.887
45.783,512.922
16.127,534.61
19.951,301.65
-9.919,-62.145
320.105,342.249
237.725,510.026
268.164,294.573
-46.493,-84.206
-36.289,-58.264
-10.326,528.996
91.597,-96.676
3.623,319.078
255.607,285.129
881.135,177.764
355.892,316.726
862.448,304.683
300.178,313.398
36.858,514.023
822.177,124.841
152.926,488.478
307.805,344.863
-67.039,295.963
32.928,491.718
-41.833,303.147
246.878,90.381
66.642,286.474
-33.167,472.337
-12.816,529.448
902.321,137.454
91.633,295.337
21.488,345.596
856.245,235.358
310.064,-76.754
18.817,347.259
286.88,287.3
53.514,503.369
865.895,-73.717
235.578,-67.499
783.364,57.073
855.086,-73.356
193.31,77.024
296.361,329.429
45.801,75.154
818.823,129.534
332.647,280.282
381.125,314.619
192.309,83.543
302.929,485.351
21.263,-100.774
397.693,54.759
73.566,70.776
927.744,61.843
-34.091,316.623
37.194,330.049
-182.349,396.35
14.682,-92.51
733.135,371.692
731.61,395.096
66.757,-81.225
307.607,333.099
874.083,363.125
934.197,51.952
316.691,-89.602
35.62,-65.873
857.323,-51.385
-11.24,75.421
-81.136,-37.802
842.187,-89.826
236.022,-60.971
-70.917,312.562
-14.024,278.882
738.421,417.922
81.816,502.446
200.49,69.231
-20.552,-62.504
283.593,-85.526
100.333,474.0
300.214,62.865
109.66,-64.74
695.921,330.409
878.391,336.783
743.35,359.299
258.975,44.828
297.84,316.7
156.077,291.771
204.845,315.162
118.594,477.651
940.049,63.951
795.591,55.024
-29.089,-78.576
331.605,298.022
855.349,267.876
73.951,67.005
-2.368,507.173
-30.656,523.598
723.389,219.943
79.423,-78.841
51.255,49.189
369.588,85.825
318.844,349.659
876.981,225.964
31.649,327.725
938.933,93.856
-102.51,-107.846
855.132,315.335
271.392,-86.02
736.16,262.237
835.748,127.978
916.061,59.63
-42.708,314.296
223.383,473.904
288.202,70.464
-94.103,-36.698
64.766,-86.805
235.626,-77.576
-17.071,512.221
389.672,514.003
89.52,474.158
243.449,-69.972
837.84,296.757
170.022,55.509
115.34,506.877
122.612,-67.184
123.356,508.631
-15.509,-89.001
845.382,153.546
867.878,-73.333
121.394,189.795
-44.74,295.927
57.939,323.013
29.524,-50.88
852.318,328.309
167.401,460.425
197.203,-69.203
154.9,293.776
939.794,79.191
8.336,-47.78
309.241,336.769
219.922,449.375
280.327,470.568
307.574,314.834
273.62,318.633
236.409,-91.573
349.434,290.904
316.581,350.679
290.513,-64.39
150.506,66.36
142.59,514.77
716.997,375.633
730.368,232.143
306.726,57.659
278.911,349.005
-15.736,-98.43
-73.381,-42.908
882.724,209.979
278.969,519.403
297.893,79.832
195.693,470.668
-48.141,-71.709
865.901,312.818
276.543,504.578
343.413,306.907
174.355,304.89
143.048,205.937
-44.277,344.499
880.52,226.605
29.554,49.685
266.186,324.402
111.075,193.374
201.141,85.987
887.635,209.018
-105.574,-36.071
-81.717,-106.674
-61.997,-61.795
232.575,507.183
-32.605,-74.459
791.569,52.449
292.782,322.783
72.443,476.219
868.652,248.465
842.165,145.269
856.967,-74.123
917.263,92.14
741.5,226.901
860.94,182.57
45.989,76.149
79.248,490.154
227.286,88.682
12.261,533.348
930.576,55.135
83.454,-47.97
878.979,-68.832
187.805,523.554
139.753,476.54
102.249,70.614
854.109,358.02
-68.212,-70.833
58.648,520.963
-25.372,486.036
33.707,-69.758
867.321,362.015
144.935,203.613
196.605,195.916
120.461,193.705
94.484,64.308
139.807,49.445
279.85,-92.337
858.896,194.111
197.769,317.002
148.294,-89.365
231.532,524.432
72.694,-49.802
237.111,324.797
-11.762,528.749
130.51,194.019
870.865,235.771
716.944,430.923
239.313,535.928
684.722,374.459
264.915,313.658
907.471,161.841
302.894,536.344
256.576,314.356
330.712,542.395
-10.857,64.195
252.392,-65.393
-7.042,486.446
29.898,334.525
836.424,322.292
160.809,-85.207
220.597,206.455
716.423,320.885
207.196,308.235
850.074,212.625
735.51,416.402
80.325,529.31
364.177,487.665
883.677,280.07
292.2,530.277
920.516,86.941
392.743,59.949
85.118,299.616
152.764,487.599
242.716,309.913
260.536,544.261
191.638,84.515
247.063,297.198
186.307,-76.863
734.331,344.158
890.867,262.552
191.008,54.646
-70.68,-89.237
64.158,541.259
-64.844,-100.384
679.705,243.92
876.466,139.719
181.914,-81.991
148.357,-86.365
833.736,105.303
-58.304,-62.662
38.849,-55.095
167.187,507.373
843.975,306.022
324.788,349.904
158.691,287.6
177.894,528.097
29.167,277.84
278.219,464.846
397.348,23.416
278.564,459.701
9.162,-83.638
127.623,292.862
296.978,512.35
370.829,309.192
253.297,-91.086
-67.266,-99.419
181.767,459.227
922.771,64.829
182.586,487.828
153.766,-84.374
331.114,344.291
108.669,-61.715
260.254,287.776
200.843,87.595
-105.655,-60.467
852.628,291.84
241.657,-92.072
842.436,305.59
-23.049,474.437
882.977,168.708
190.695,75.915
41.304,497.722
889.685,167.734
823.747,85.615
224.87,54.683
715.3,324.773
-51.251,495.124
250.869,54.393
154.884,44.66
311.957,-84.22
895.936,351.49
321.434,-91.665
22.296,64.857
21.005,321.517
869.537,146.97
104.761,502.98
874.467,298.729
717.296,346.948
-12.156,315.042
277.278,87.013
704.802,334.842
870.811,141.055
326.612,80.255
244.971,-69.715
227.341,86.808
35.535,345.329
862.638,131.141
910.267,94.416
-23.578,-99.688
77.589,542.93
190.707,302.247
856.116,-50.166
679.641,301.57
355.401,294.623
57.429,538.203
34.991,324.335
242.034,455.493
143.031,194.542
-89.096,-70.123
337.822,32.599
864.707,351.772
856.724,169.944
7.037,351.138
-15.069,-69.202
873.262,-75.289
162.87,517.165
11.5,-60.211
243.028,-90.728
169.206,-70.468
261.572,314.603
232.566,315.087
724.099,430.822
841.386,265.286
844.181,304.831
189.687,468.698
360.99,298.633
117.989,322.243
190.85,494.819
870.463,141.111
858.529,308.521
174.342,313.958
144.061,184.998
932.899,61.207
402.948,59.394
-98.492,-80.898
110.197,-61.653
94.218,323.753
326.421,58.072
945.637,630.512
328.861,311.158
873.978,227.07
-34.85,280.9
-40.368,334.245
705.278,221.446
374.419,324.083
362.417,82.62
102.591,-99.874
729.045,290.117
-50.387,-87.564
718.345,318.529
286.2,53.86
29.995,277.895
181.883,-86.56
883.332,301.812
323.611,342.495
898.586,258.88
263.901,37.509
-72.733,-64.037
301.854,78.871
-55.93,489.513
861.145,189.747
725.14,230.013
382.54,91.492
868.618,181.317
246.166,304.593
251.548,474.135
733.975,225.04
75.575,541.094
-38.55,544.185
13.965,-74.25
725.411,219.974
281.093,279.588
-62.36,-59.031
-69.852,-68.479
145.782,289.75
55.629,83.814
358.997,83.099
-11.851,284.418
887.525,346.759
188.827,42.628
884.488,345.031
874.09,337.695
53.871,524.297
298.816,525.22
98.229,300.429
351.372,304.33
168.88,545.83
321.811,93.887
80.608,508.676
86.278,81.48
247.27,313.867
289.865,542.513
878.101,302.052
-16.789,-101.701
707.662,233.004
293.679,300.172
150.447,54.711
173.221,200.815
102.791,-95.119
880.065,250.698
286.68,521.128
332.88,72.297
864.047,361.188
732.114,339.697
53.494,-98.075
416.662,62.963
127.465,494.091
-29.319,497.912
326.727,286.061
855.383,131.062
271.105,467.276
106.484,294.815
32.456,53.887
383.681,42.89
268.245,59.601
202.792,307.117
190.067,522.084
856.115,367.179
850.074,-68.825
871.035,165.754
-67.34,-39.885
-19.51,313.13
890.405,155.486
926.068,81.336
844.359,291.882
852.774,221.898
67.571,341.297
320.441,278.561
154.689,-60.716
894.078,199.211
232.977,-93.242
867.021,240.017
-12.929,296.681
16.604,495.849
326.125,528.748
857.354,254.461
202.803,-96.036
324.34,74.164
354.391,48.639
-0.175,298.096
374.034,321.619
18.193,58.162
-102.082,-111.038
297.928,325.194
178.856,506.059
313.034,297.857
863.932,208.848
-50.959,-80.363
222.579,206.454
866.281,175.933
718.921,390.874
-32.265,323.051
738.752,360.673
844.742,175.227
39.588,279.435
252.771,516.74
-47.494,462.7
253.344,91.727
34.135,276.704
105.148,-53.734
838.619,-85.48
0.38,-60.807
893.42,217.353
914.098,50.061
790.195,53.25
11.671,-58.032
896.41,180.87
204.349,-91.197
-67.367,-37.761
77.7,-77.519
389.997,87.012
21.125,331.336
219.527,524.574
115.352,298.047
-33.469,-54.651
30.686,353.421
311.235,504.571
270.49,-91.144
321.087,528.158
859.546,-54.09
198.289,84.769
12.721,60.492
33.743,489.575
-50.86,499.003
106.995,463.327
238.356,41.831
23.602,286.537
850.969,310.889
135.71,545.447
193.685,460.609
688.132,238.742
178.206,460.305
686.839,405.724
302.512,532.49
391.047,45.404
837.166,148.17
838.217,206.866
118.231,187.598
381.637,523.269
149.107,289.545
153.942,465.816
253.306,-65.363
29.203,548.039
7.53,-85.75
705.825,364.611
762.352,-104.716
74.876,301.427
332.364,494.732
-44.687,337.384
224.235,-80.984
59.725,-70.7
891.871,244.651
152.329,310.469
60.103,-63.392
226.388,506.945
923.694,84.168
101.287,470.181
51.733,497.244
360.346,325.353
293.236,71.359
189.078,77.472
218.237,299.508
345.604,53.396
685.85,414.473
884.504,206.682
922.132,134.551
119.973,321.715
853.971,315.808
217.665,-83.853
365.602,69.49
183.48,473.112
841.003,-87.282
-4.09,-58.119
859.087,253.977
158.84,305.553
22.676,-95.304
55.79,-64.142
725.747,298.413
850.743,-80.425
31.043,-75.344
385.541,76.407
111.544,-77.621
161.692,-55.163
239.042,483.339
886.895,345.818
865.723,286.242
840.193,315.55
312.268,339.252
875.899,259.126
337.425,33.025
675.846,396.099
198.915,39.679
-38.696,322.097
590.34,20.973
319.572,499.259
898.898,132.131
888.097,316.833
61.973,327.146
881.863,211.002
217.655,521.993
885.066,207.191
165.713,-72.104
867.193,247.776
17.367,-77.581
173.051,283.873
157.685,-84.564
928.573,87.356
185.521,309.792
80.804,323.653
170.634,535.096
836.611,104.595
163.071,306.317
256.467,89.671
48.658,60.754
27.122,315.075
110.986,196.813
143.308,203.711
35.838,-44.579
307.571,327.178
233.729,292.057
92.519,-79.35
168.663,456.218
834.69,-93.443
895.429,154.387
119.089,-84.096
847.409,146.31
309.365,37.66
8.19,511.273
-18.707,62.997
305.355,295.692
99.015,493.503
707.385,236.453
323.495,496.934
36.254,344.739
114.367,88.119
-41.816,513.484
187.002,-73.404
383.388,39.137
76.133,78.97
336.77,286.15
-101.559,-98.09
846.1,-60.283
197.617,61.125
160.879,201.799
153.358,-93.873
159.15,537.719
74.437,53.401
332.681,37.434
861.257,338.707
839.324,250.676
202.967,-93.743
932.586,43.581
-34.619,-43.769
18.189,58.139
727.594,283.957
890.786,375.424
728.518,222.275
257.671,306.167
16.664,275.973
938.789,43.058
340.784,-85.136
312.264,49.302
246.571,297.186
792.075,87.654
197.913,79.552
135.352,313.781
53.51,531.223
278.057,325.268
341.658,290.761
124.285,490.146
885.254,366.029
141.233,-83.385
854.532,316.544
273.693,468.876
283.257,296.489
-16.55,-57.49
373.793,331.443
278.269,-93.413
880.818,191.924
324.758,96.473
242.833,533.823
860.498,287.263
227.951,52.481
67.332,296.953
187.078,466.255
-10.511,489.771
153.231,289.592
28.789,-95.302
-3.308,-83.696
293.683,506.33
49.793,-64.271
853.536,349.676
837.869,312.193
69.279,547.672
116.608,500.256
-48.423,-99.677
853.644,381.036
337.085,338.236
310.964,335.074
63.041,-100.952
2.167,516.618
118.954,51.812
885.127,197.89
-26.85,79.262
316.066,300.472
126.339,503.34
736.031,221.212
52.504,293.649
724.746,428.418
-58.516,-49.655
-10.117,-42.922
114.926,517.01
166.302,308.2
694.529,385.139
93.77,-84.211
70.268,521.274
87.499,-83.177
11.48,58.826
841.856,304.814
-78.553,-42.01
-82.291,-70.913
260.198,-77.257
263.119,509.271
152.889,290.591
402.891,64.273
-69.922,-97.473
300.477,350.614
809.856,115.075
138.384,184.506
13.742,-92.691
5.678,-67.515
78.106,71.308
294.136,-79.742
163.491,67.944
231.226,456.249
151.069,298.676
811.683,98.738
884.968,231.383
266.954,491.995
932.963,84.888
-30.596,-96.995
-36.046,-75.37
202.486,-76.815
6.554,304.049
115.705,512.459
861.413,-81.747
79.04,287.091
840.846,151.987
193.187,72.751
842.396,161.638
206.134,-90.935
11.602,-42.903
123.783,530.273
53.227,315.412
-69.68,-76.248
43.204,299.334
-4.781,-99.468
867.142,127.401
193.223,300.016
105.531,305.411
237.871,73.021
867.318,317.358
-42.237,-78.124
161.939,201.214
867.014,270.452
882.53,313.851
-6.467,-99.841
736.068,421.089
330.371,522.845
835.553,122.549
-44.456,-91.194
-34.395,-71.772
936.295,53.565
348.778,487.825
73.026,539.839
44.497,-91.176
206.69,-94.369
288.661,486.499
181.711,425.362
223.606,74.43
317.083,38.331
188.892,181.249
270.533,66.162
292.411,58.859
358.454,68.001
352.369,284.007
265.016,295.538
140.288,303.882
850.077,296.283
401.231,84.037
873.048,251.407
336.949,291.255
866.207,174.924
-26.331,-98.702
875.956,321.017
871.694,-94.611
850.677,198.64
838.446,-173.633
34.303,488.6
145.58,488.006
185.981,488.798
251.64,-64.08
827.453,121.026
824.264,85.053
30.962,305.268
310.238,279.156
90.839,65.153
868.386,308.22
145.534,-78.877
73.095,294.223
375.7,503.401
854.574,146.825
283.791,36.837
361.579,38.02
100.452,323.712
35.654,316.49
301.354,523.634
726.13,224.32
-4.881,-99.067
850.234,347.753
332.199,-67.325
-19.135,-66.842
113.97,187.289
218.019,324.18
124.741,500.98
-54.983,-94.195
839.543,338.589
217.822,90.857
860.842,132.012
-4.949,515.624
-36.534,507.874
56.924,-88.898
115.906,182.863
180.524,67.371
260.726,339.313
204.856,489.936
-35.027,335.814
253.436,322.335
197.205,-74.46
871.203,-59.275
162.999,-55.745
942.472,70.022
17.664,-51.248
-64.678,295.049
391.517,86.976
691.553,428.902
865.083,118.08
382.248,70.123
312.88,541.101
362.144,68.232
380.824,518.163
190.261,65.129
348.11,300.521
21.931,471.57
342.667,41.139
173.322,436.2
15.704,273.396
198.279,186.394
71.895,77.088
-29.484,-76.59
336.324,486.48
210.724,178.681
-36.585,503.197
-108.342,-103.722
-54.782,-67.271
294.103,287.64
864.666,248.317
908.6,96.455
871.165,187.54
-13.9,-99.949
336.903,39.26
717.693,374.201
333.428,54.708
-36.873,-103.615
113.974,301.794
165.642,444.373
90.849,-95.934
19.02,500.806
-44.623,332.746
680.062,287.823
857.311,283.526
689.238,438.208
-35.823,546.932
68.916,-85.135
286.788,350.587
386.183,521.789
684.384,321.729
249.069,-74.042
5.09,-47.443
267.586,-62.501
33.736,313.578
3.448,502.651
347.803,518.385
77.617,-70.1
-52.024,294.195
916.931,66.424
862.191,371.843
330.261,504.037
162.321,305.779
324.498,286.335
847.691,-62.689
210.075,78.126
283.479,520.129
738.218,410.525
263.136,-79.985
322.378,340.897
208.413,531.283
554.737,404.3
202.387,84.123
209.276,311.344
851.323,134.128
51.816,-65.515
377.244,293.574
930.78,100.176
123.799,506.567
-61.858,332.282
218.215,-65.529
868.731,172.943
277.6,-75.939
861.005,148.245
48.33,484.695
852.298,129.711
219.074,203.299
886.461,151.521
207.105,201.708
843.919,358.549
884.454,351.219
178.916,-81.841
68.599,331.882
191.593,-76.302
83.218,304.028
-38.723,-47.991
920.558,56.148
158.163,535.132
295.889,93.299
860.091,365.652
874.441,-73.575
351.97,331.275
167.865,67.125
354.373,501.296
714.367,309.42
27.415,52.911
52.562,-57.619
118.708,313.328
711.565,296.019
30.635,-75.063
293.529,519.133
274.995,319.218
851.831,341.292
873.56,311.849
322.135,79.422
131.68,459.726
857.374,200.337
950.005,48.783
-32.057,-101.165
312.683,-81.506
837.448,300.128
124.637,515.547
255.723,518.391
6.866,331.582
309.985,321.15
840.424,-74.977
301.479,82.615
840.358,108.558
284.098,60.051
152.081,435.768
323.833,342.479
866.189,385.191
147.178,-56.075
388.183,97.884
143.423,292.141
147.471,482.532
314.738,322.531
170.385,473.89
310.958,297.042
293.762,71.986
184.105,-96.728
186.079,83.622
851.326,-56.054
-91.953,-41.447
-68.605,-44.136
-62.724,504.419
70.081,490.997
148.95,-65.308
107.089,474.631
6.856,-62.684
-82.555,-109.124
251.034,489.539
-25.689,291.058
904.44,301.488
200.76,80.011
52.102,48.24
202.997,494.916
-11.396,316.028
52.531,304.345
326.692,76.115
401.252,517.43
908.911,87.159
378.351,66.994
392.618,33.047
69.05,-48.932
82.262,-79.183
77.885,475.528
-2.308,319.613
-48.774,-60.874
850.896,-89.11
249.912,298.443
300.326,38.284
272.538,323.694
842.025,350.365
822.592,109.336
78.108,65.057
140.479,455.043
82.891,492.381
11.405,-60.055
66.998,-84.144
101.269,-91.647
190.813,520.072
-0.574,337.595
-7.572,-93.447
303.997,50.186
802.766,85.756
320.5,540.387
42.425,278.364
47.64,321.287
62.396,75.485
296.872,485.053
5.108,293.779
292.692,464.285
110.218,314.757
34.291,-50.615
307.864,345.055
884.284,170.097
825.87,113.273
868.484,177.604
865.266,302.508
-0.953,288.984
881.698,338.801
871.645,-60.953
391.184,25.804
687.559,408.642
134.265,205.626
70.432,-48.379
245.786,296.722
17.864,292.318
-101.43,-76.166
-43.623,335.163
96.129,464.88
405.133,54.97
328.505,318.07
47.045,-45.018
845.853,311.978
271.802,287.098
-29.405,-90.667
356.605,33.349
205.823,-60.713
-15.865,73.328
157.023,456.62
-29.249,-99.062
149.966,484.414
852.966,-86.83
120.129,-82.904
152.398,309.737
851.346,178.951
9.013,329.027
39.942,475.373
61.017,477.15
284.499,47.812
743.206,344.701
-36.304,498.122
882.277,353.005
690.056,317.077
-89.139,-105.862
231.678,-63.226
869.61,132.628
160.584,184.985
873.416,-90.653
134.386,-76.706
169.833,46.325
736.758,422.446
40.519,-75.847
149.626,524.067
323.76,472.717
179.924,427.608
284.198,-80.69
132.01,301.644
139.47,487.335
878.225,262.837
267.23,285.484
377.299,514.694
328.877,543.72
-42.205,525.567
385.17,497.278
858.023,-73.675
198.935,442.14
176.29,307.524
59.589,326.873
39.869,331.619
218.824,205.997
841.839,152.773
879.09,-71.352
331.711,520.782
210.379,202.042
153.427,496.316
916.837,66.272
202.496,479.858
113.566,317.052
887.375,340.54
382.296,311.332
107.797,45.783
931.448,51.605
813.136,76.684
52.732,518.009
351.481,321.266
351.302,512.147
274.541,-60.503
292.676,340.697
861.293,237.599
28.999,290.124
-28.731,526.225
-88.368,-77.857
837.54,336.969
-26.21,-99.549
156.876,313.337
334.263,300.438
116.464,64.98
722.231,316.37
105.069,-88.302
200.027,75.952
246.064,289.264
906.544,137.555
155.617,483.947
-53.854,-49.892
889.331,354.617
56.125,-88.855
87.966,-77.339
145.946,-94.79
340.135,-86.462
855.221,-76.316
-28.854,-54.355
868.285,-74.122
282.012,542.723
147.443,43.732
92.631,-77.764
184.282,431.706
859.106,279.801
300.854,294.808
-14.768,290.12
874.077,225.025
712.991,338.889
120.188,482.464
218.782,-76.052
48.129,499.221
276.787,68.956
225.859,520.998
61.882,-77.286
865.548,-72.911
221.539,-66.655
212.562,495.734
842.465,327.989
155.952,464.643
25.126,510.216
209.555,63.133
16.478,327.713
-67.422,-68.82
388.973,39.267
249.35,520.759
689.804,335.979
838.69,313.324
332.337,33.079
713.095,426.443
203.431,80.053
848.578,124.587
33.487,-56.973
-103.647,-70.966
40.898,478.778
-18.719,341.91
370.105,84.439
835.136,147.211
917.845,109.682
82.508,-97.906
46.804,317.543
854.245,372.691
186.927,457.146
294.356,-76.961
927.89,81.184
156.144,-85.757
851.482,131.119
-171.823,366.361
119.316,64.618
857.284,-63.86
401.603,-150.637
240.527,304.755
340.438,317.349
9.421,509.195
-13.181,60.379
236.165,324.092
300.174,-78.539
327.879,298.224
-11.869,339.901
133.263,-70.878
314.137,95.594
929.353,35.111
-46.45,-65.366
398.857,89.815
408.147,62.521
386.778,52.158
143.919,195.023
341.932,284.768
245.921,334.106
252.584,535.225
73.899,46.629
325.788,-84.791
884.088,317.128
75.46,511.095
852.582,135.579
19.666,331.137
859.312,346.941
230.682,-79.509
52.965,80.38
-55.2,-42.914
102.194,303.923
870.036,-73.97
312.654,-85.588
227.625,524.117
168.308,485.006
156.204,191.883
-83.243,-41.174
61.007,76.249
105.221,300.717
36.621,-62.933
292.576,-68.632
169.196,-77.453
933.019,38.779
42.788,499.799
849.757,128.631
847.903,238.126
381.489,86.417
850.692,176.078
845.849,183.618
220.613,451.055
-95.928,-94.262
842.721,139.29
836.138,317.534
326.474,55.728
296.69,280.555
87.855,323.242
290.606,530.843
887.196,173.374
916.037,123.925
862.859,324.187
359.119,84.127
265.917,323.703
62.18,-71.783
131.648,-61.787
837.087,125.084
11.055,275.289
851.94,134.742
31.503,311.218
933.709,67.961
37.163,75.348
196.06,316.363
173.443,185.596
236.842,-89.913
857.087,124.593
902.857,132.331
914.499,77.659
392.009,521.614
311.633,30.762
47.718,336.797
724.619,328.392
340.096,69.775
413.494,26.485
-12.826,-59.178
188.412,495.463
204.534,488.684
394.374,326.609
186.28,453.816
224.798,-90.768
158.799,494.823
98.367,-51.785
324.538,-89.356
116.721,531.981
328.065,32.063
184.372,515.15
813.492,80.95
859.196,180.576
55.109,-81.154
104.765,469.835
67.13,304.282
324.261,-77.296
162.081,305.159
881.261,337.406
330.611,-67.949
217.791,201.559
385.255,53.772
-93.173,-43.341
790.975,54.917
159.506,430.67
205.167,309.667
809.111,84.156
279.14,-62.297
366.384,35.308
230.315,81.738
89.436,529.759
148.381,-98.622
861.902,-82.288
396.78,315.6
21.573,304.214
875.413,370.993
363.083,490.327
915.039,94.242
22.979,-101.369
-9.967,338.242
147.437,-85.157
50.828,315.637
832.294,123.383
19.135,76.441
853.923,-68.929
348.092,317.716
249.433,467.367
-75.457,-102.176
336.596,541.399
915.194,85.009
127.068,-65.097
116.912,185.591
679.628,340.492
52.557,72.09
12.748,285.999
17.82,-54.792
319.939,279.519
251.444,77.691
83.298,-70.127
141.436,529.823
-76.935,-68.774
141.205,455.126
787.189,72.547
52.136,-87.161
-42.086,322.813
-22.507,523.393
873.098,377.845
318.548,325.296
-66.832,-67.781
23.389,60.129
861.78,196.833
-17.946,-82.976
36.165,495.168
857.086,155.295
69.235,82.459
213.014,-93.316
731.725,286.994
67.98,335.225
337.526,289.603
808.223,89.285
733.526,390.839
231.069,542.523
86.361,476.302
185.279,298.297
825.847,104.69
101.23,471.813
-3.422,345.674
7.847,-78.226
224.242,525.268
-4.394,539.441
246.097,89.794
706.649,325.339
848.253,277.725
290.232,493.386
695.599,323.292
381.194,326.707
718.362,254.262
364.723,291.885
825.964,109.195
329.776,286.61
181.848,454.09
840.618,-90.135
